,open,high,low,close,volume,value
2022-03-11 11:30:00,47965000.0,47986000.0,47920000.0,47941000.0,79.60551864,3816775830.21012
2022-03-11 11:45:00,47941000.0,48014000.0,47802000.0,47841000.0,121.60782649,5826200426.78192
2022-03-11 12:00:00,47841000.0,47988000.0,47823000.0,47944000.0,68.44583364,3280625182.04306
2022-03-11 12:15:00,47944000.0,47971000.0,47841000.0,47968000.0,62.38158603,2989110944.66408
2022-03-11 12:30:00,47968000.0,48299000.0,47965000.0,48131000.0,85.69940363,4127163954.09993
2022-03-11 12:45:00,48131000.0,48444000.0,48131000.0,48299000.0,69.86839873,3373465195.51568
2022-03-11 13:00:00,48299000.0,48300000.0,48130000.0,48233000.0,36.4795406,1758805595.78811
2022-03-11 13:15:00,48233000.0,48282000.0,48067000.0,48115000.0,37.94237062,1827666434.05329
2022-03-11 13:30:00,48116000.0,48273000.0,48105000.0,48154000.0,40.44693173,1949214149.35617
2022-03-11 13:45:00,48154000.0,48195000.0,47996000.0,48072000.0,53.67813131,2579795046.09773
2022-03-11 14:00:00,48068000.0,48110000.0,47916000.0,48039000.0,43.66615693,2096315766.908
2022-03-11 14:15:00,48039000.0,48142000.0,47984000.0,48116000.0,43.68868851,2099816386.75872
2022-03-11 14:30:00,48116000.0,48277000.0,48082000.0,48197000.0,37.63157144,1812902885.68405
2022-03-11 14:45:00,48204000.0,48271000.0,48110000.0,48270000.0,34.47105527,1660903630.49543
2022-03-11 15:00:00,48271000.0,48310000.0,48197000.0,48245000.0,71.58488743,3454922135.53638
2022-03-11 15:15:00,48245000.0,48438000.0,48235000.0,48437000.0,64.00643554,3091764560.00331
2022-03-11 15:30:00,48437000.0,48439000.0,48261000.0,48372000.0,70.50972543,3409839948.0174
2022-03-11 15:45:00,48371000.0,48490000.0,48278000.0,48469000.0,44.57783498,2155558287.8995
2022-03-11 16:00:00,48469000.0,48700000.0,48436000.0,48478000.0,132.67981544,6446194848.3566
2022-03-11 16:15:00,48470000.0,48700000.0,48456000.0,48687000.0,78.72306062,3824886012.08956
2022-03-11 16:30:00,48681000.0,48899000.0,48631000.0,48722000.0,79.98827474,3898061858.46434
2022-03-11 16:45:00,48714000.0,48856000.0,48674000.0,48725000.0,51.58707428,2514928020.97589
2022-03-11 17:00:00,48739000.0,48797000.0,48650000.0,48790000.0,42.39278866,2065262281.43486
2022-03-11 17:15:00,48790000.0,48814000.0,48500000.0,48501000.0,50.65830344,2465049910.4518
2022-03-11 17:30:00,48501000.0,48647000.0,48380000.0,48605000.0,62.99608669,3053705129.60472
2022-03-11 17:45:00,48606000.0,48690000.0,48502000.0,48637000.0,36.30852526,1764554521.77243
2022-03-11 18:00:00,48637000.0,48781000.0,48627000.0,48725000.0,35.44211475,1726791997.09245
2022-03-11 18:15:00,48725000.0,48848000.0,48710000.0,48799000.0,40.71067489,1985455920.11985
2022-03-11 18:30:00,48805000.0,48805000.0,48625000.0,48630000.0,44.80234883,2182168701.73143
2022-03-11 18:45:00,48630000.0,48762000.0,48568000.0,48735000.0,40.9599462,1993917409.92238
2022-03-11 19:00:00,48761000.0,48801000.0,48732000.0,48734000.0,40.66475736,1983573840.73923
2022-03-11 19:15:00,48734000.0,48824000.0,48615000.0,48759000.0,37.43963686,1824874666.009
2022-03-11 19:30:00,48779000.0,48817000.0,48699000.0,48729000.0,30.07030066,1466175619.43891
2022-03-11 19:45:00,48729000.0,48765000.0,48634000.0,48738000.0,41.02668448,1999078242.36383
2022-03-11 20:00:00,48750000.0,48758000.0,48504000.0,48608000.0,52.94565979,2574015630.46402
2022-03-11 20:15:00,48571000.0,49000000.0,48437000.0,48905000.0,153.44182928,7491042715.31326
2022-03-11 20:30:00,48919000.0,49765000.0,48902000.0,49641000.0,350.87840899,17319478093.95147
2022-03-11 20:45:00,49632000.0,49941000.0,49304000.0,49620000.0,508.12586865,25232630874.88968
2022-03-11 21:00:00,49621000.0,49858000.0,49480000.0,49605000.0,206.42668052,10248638338.74134
2022-03-11 21:15:00,49602000.0,49715000.0,49525000.0,49662000.0,108.52384866,5383702886.74455
2022-03-11 21:30:00,49668000.0,49876000.0,49602000.0,49610000.0,127.7018541,6349929072.51169
2022-03-11 21:45:00,49611000.0,49639000.0,49305000.0,49550000.0,156.52169458,7742025052.8919
2022-03-11 22:00:00,49550000.0,49599000.0,49000000.0,49216000.0,114.37844387,5640983151.23388
2022-03-11 22:15:00,49182000.0,49300000.0,48813000.0,49189000.0,200.20785254,9824614812.01821
2022-03-11 22:30:00,49189000.0,49220000.0,48916000.0,48916000.0,71.35244641,3500567506.45364
2022-03-11 22:45:00,48915000.0,48985000.0,48790000.0,48867000.0,108.09131991,5281427356.92349
2022-03-11 23:00:00,48860000.0,49037000.0,48813000.0,48996000.0,65.15080668,3187939050.79397
2022-03-11 23:15:00,48996000.0,49283000.0,48909000.0,49034000.0,59.95606363,2941738157.03552
2022-03-11 23:30:00,49048000.0,49264000.0,48876000.0,49102000.0,151.38379382,7432445300.93151
2022-03-11 23:45:00,49126000.0,49200000.0,48909000.0,48974000.0,74.44761299,3651010817.61112
2022-03-12 00:00:00,48975000.0,48991000.0,48596000.0,48724000.0,131.52722009,6409659289.43514
2022-03-12 00:15:00,48724000.0,48844000.0,48523000.0,48801000.0,110.90496961,5397816728.03491
2022-03-12 00:30:00,48801000.0,48910000.0,48640000.0,48851000.0,63.51886391,3097982909.15987
2022-03-12 00:45:00,48840000.0,48892000.0,48652000.0,48735000.0,35.94088862,1753491840.05125
2022-03-12 01:00:00,48759000.0,48768000.0,48224000.0,48417000.0,141.05111732,6829769907.05605
2022-03-12 01:15:00,48420000.0,48483000.0,48268000.0,48342000.0,89.15702068,4314423241.14515
2022-03-12 01:30:00,48343000.0,48420000.0,48230000.0,48400000.0,49.33463921,2384169277.6767
2022-03-12 01:45:00,48400000.0,48450000.0,48369000.0,48383000.0,31.91635226,1544570493.14228
2022-03-12 02:00:00,48419000.0,48477000.0,48306000.0,48329000.0,35.33019184,1709578791.80247
2022-03-12 02:15:00,48316000.0,48440000.0,48280000.0,48285000.0,30.47446569,1472745495.02796
2022-03-12 02:30:00,48299000.0,48500000.0,48283000.0,48486000.0,24.51324091,1186352130.3791
2022-03-12 02:45:00,48500000.0,48595000.0,48486000.0,48543000.0,27.26942937,1324055079.58199
2022-03-12 03:00:00,48543000.0,48551000.0,48461000.0,48522000.0,17.78023029,862220763.42626
2022-03-12 03:15:00,48520000.0,48595000.0,48500000.0,48567000.0,10.78237203,523629155.8177
2022-03-12 03:30:00,48579000.0,48579000.0,48357000.0,48382000.0,15.21096221,737349394.26315
2022-03-12 03:45:00,48382000.0,48480000.0,48326000.0,48335000.0,17.96378722,869262740.08979
2022-03-12 04:00:00,48372000.0,48486000.0,48297000.0,48457000.0,23.80770195,1151316992.13662
2022-03-12 04:15:00,48473000.0,48589000.0,48435000.0,48588000.0,20.88402516,1013145797.84532
2022-03-12 04:30:00,48585000.0,48601000.0,48501000.0,48531000.0,9.97376505,484322841.11763
2022-03-12 04:45:00,48532000.0,48560000.0,48513000.0,48531000.0,6.13744906,297845576.70076
2022-03-12 05:00:00,48553000.0,48698000.0,48470000.0,48472000.0,23.0036038,1116902904.38215
2022-03-12 05:15:00,48472000.0,48598000.0,48253000.0,48296000.0,35.10392044,1699455527.44114
2022-03-12 05:30:00,48282000.0,48315000.0,48149000.0,48149000.0,66.42740029,3202469323.57371
2022-03-12 05:45:00,48149000.0,48162000.0,47951000.0,47984000.0,136.13386077,6536042815.25167
2022-03-12 06:00:00,48003000.0,48441000.0,47984000.0,48364000.0,44.31090174,2138753074.78082
2022-03-12 06:15:00,48372000.0,48530000.0,48303000.0,48456000.0,47.91113017,2319007534.68421
2022-03-12 06:30:00,48427000.0,48495000.0,48358000.0,48387000.0,30.90421477,1496450033.74448
2022-03-12 06:45:00,48391000.0,48448000.0,48330000.0,48340000.0,44.30362196,2143189858.84607
2022-03-12 07:00:00,48361000.0,48477000.0,48340000.0,48469000.0,34.34237749,1663290739.28289
2022-03-12 07:15:00,48469000.0,48507000.0,48402000.0,48408000.0,28.14165227,1363936775.42464
2022-03-12 07:30:00,48401000.0,48482000.0,48400000.0,48437000.0,21.52654167,1042638873.11966
2022-03-12 07:45:00,48437000.0,48700000.0,48382000.0,48417000.0,59.29615985,2878320184.50095
2022-03-12 08:00:00,48417000.0,48543000.0,48352000.0,48410000.0,38.19068903,1850251517.84812
2022-03-12 08:15:00,48411000.0,48459000.0,48385000.0,48400000.0,26.53661431,1284382707.77681
2022-03-12 08:30:00,48402000.0,48430000.0,48396000.0,48407000.0,30.23230357,1463449798.98094
2022-03-12 08:45:00,48407000.0,48408000.0,48287000.0,48315000.0,49.94389338,2415256943.7284
2022-03-12 09:00:00,48314000.0,48506000.0,48202000.0,48462000.0,73.76102974,3567219765.23181
2022-03-12 09:15:00,48483000.0,48682000.0,48464000.0,48680000.0,82.16349395,3987627289.98513
2022-03-12 09:30:00,48650000.0,48700000.0,48521000.0,48650000.0,53.85441468,2617815273.43941
2022-03-12 09:45:00,48643000.0,48800000.0,48620000.0,48768000.0,53.93350449,2626192189.27383
2022-03-12 10:00:00,48768000.0,48907000.0,48618000.0,48846000.0,74.59071131,3637849040.76853
2022-03-12 10:15:00,48846000.0,48846000.0,48656000.0,48704000.0,70.02727321,3412193904.24574
2022-03-12 10:30:00,48704000.0,48817000.0,48680000.0,48713000.0,56.21767314,2739835522.31658
2022-03-12 10:45:00,48713000.0,48785000.0,48686000.0,48698000.0,45.18676349,2202094794.83586
2022-03-12 11:00:00,48698000.0,48787000.0,48695000.0,48760000.0,39.07509656,1905386567.36058
2022-03-12 11:15:00,48759000.0,48813000.0,48714000.0,48715000.0,31.2152426,1522429859.03732
2022-03-12 11:30:00,48715000.0,48749000.0,48529000.0,48569000.0,52.02416843,2529404850.1938
2022-03-12 11:45:00,48547000.0,48669000.0,48541000.0,48665000.0,37.57693743,1826735134.13075
2022-03-12 12:00:00,48666000.0,48785000.0,48644000.0,48748000.0,37.87578653,1845745949.61774
2022-03-12 12:15:00,48731000.0,48750000.0,48630000.0,48728000.0,32.71564221,1592455940.93982
2022-03-12 12:30:00,48728000.0,48774000.0,48643000.0,48692000.0,25.09783133,1222285939.56983
2022-03-12 12:45:00,48692000.0,48772000.0,48662000.0,48664000.0,28.67535109,1396854633.88017
2022-03-12 13:00:00,48662000.0,48694000.0,48529000.0,48600000.0,42.12796608,2047947961.54931
2022-03-12 13:15:00,48592000.0,48699000.0,48538000.0,48687000.0,29.5860845,1438876352.97576
2022-03-12 13:30:00,48687000.0,48700000.0,48596000.0,48692000.0,27.40580351,1333342980.75178
2022-03-12 13:45:00,48692000.0,48716000.0,48603000.0,48669000.0,20.70931798,1007827724.69666
2022-03-12 14:00:00,48670000.0,48670000.0,48610000.0,48617000.0,16.61122343,807843044.42197
2022-03-12 14:15:00,48623000.0,48662000.0,48615000.0,48655000.0,14.09503027,685580349.51664
2022-03-12 14:30:00,48654000.0,48753000.0,48650000.0,48659000.0,28.60959507,1392547568.12302
2022-03-12 14:45:00,48659000.0,48719000.0,48650000.0,48712000.0,12.62147326,614282984.01463
2022-03-12 15:00:00,48716000.0,48800000.0,48681000.0,48737000.0,29.8583327,1455465578.10374
2022-03-12 15:15:00,48737000.0,48800000.0,48736000.0,48758000.0,21.65454358,1056035323.28765
2022-03-12 15:30:00,48759000.0,48760000.0,48691000.0,48719000.0,23.11056606,1125994799.80245
2022-03-12 15:45:00,48719000.0,48759000.0,48699000.0,48719000.0,28.15071245,1372116508.49366
2022-03-12 16:00:00,48711000.0,48749000.0,48699000.0,48744000.0,27.60489461,1345193977.73137
2022-03-12 16:15:00,48746000.0,48795000.0,48635000.0,48723000.0,33.43615731,1629038212.88313
2022-03-12 16:30:00,48723000.0,48770000.0,48640000.0,48691000.0,20.74044315,1010240941.37286
2022-03-12 16:45:00,48691000.0,48720000.0,48667000.0,48705000.0,19.96040418,971728254.79949
2022-03-12 17:00:00,48704000.0,48765000.0,48683000.0,48740000.0,26.42775034,1287737763.96963
2022-03-12 17:15:00,48739000.0,48748000.0,48590000.0,48708000.0,56.00962684,2726024468.48138
2022-03-12 17:30:00,48708000.0,48781000.0,48620000.0,48781000.0,34.62595055,1687650449.81888
2022-03-12 17:45:00,48781000.0,48800000.0,48750000.0,48758000.0,25.0519856,1222099142.99197
2022-03-12 18:00:00,48755000.0,48831000.0,48708000.0,48802000.0,23.88807754,1164979548.52577
2022-03-12 18:15:00,48802000.0,48890000.0,48800000.0,48888000.0,28.21846653,1378430798.61791
2022-03-12 18:30:00,48907000.0,48927000.0,48864000.0,48869000.0,28.49028037,1392782889.67129
2022-03-12 18:45:00,48868000.0,48883000.0,48768000.0,48857000.0,25.46079725,1243490578.30739
2022-03-12 19:00:00,48855000.0,48935000.0,48840000.0,48935000.0,24.40465925,1193367620.25424
2022-03-12 19:15:00,48934000.0,48978000.0,48859000.0,48901000.0,38.35261334,1876495848.875
2022-03-12 19:30:00,48921000.0,48984000.0,48901000.0,48909000.0,26.77510155,1310099463.97241
2022-03-12 19:45:00,48910000.0,48981000.0,48900000.0,48961000.0,21.72696136,1063142694.76041
2022-03-12 20:00:00,48964000.0,48984000.0,48927000.0,48933000.0,20.91993063,1024190623.74628
2022-03-12 20:15:00,48934000.0,48995000.0,48933000.0,48972000.0,40.24816714,1971254433.55236
2022-03-12 20:30:00,48972000.0,48973000.0,48791000.0,48791000.0,44.53703849,2177092799.26983
2022-03-12 20:45:00,48791000.0,48855000.0,48685000.0,48739000.0,43.46866725,2119386211.53108
2022-03-12 21:00:00,48777000.0,48790000.0,48682000.0,48710000.0,35.35350255,1722349283.19875
2022-03-12 21:15:00,48710000.0,48850000.0,48700000.0,48837000.0,26.02585955,1269858602.68059
2022-03-12 21:30:00,48838000.0,48840000.0,48701000.0,48833000.0,45.29201032,2210430017.1892
2022-03-12 21:45:00,48825000.0,48922000.0,48812000.0,48916000.0,24.60562303,1202553786.29139
2022-03-12 22:00:00,48916000.0,48951000.0,48852000.0,48950000.0,37.66252867,1842600928.6943
2022-03-12 22:15:00,48948000.0,48987000.0,48812000.0,48825000.0,34.08681861,1667045833.7518
2022-03-12 22:30:00,48824000.0,48883000.0,48747000.0,48761000.0,33.83892195,1651614354.91026
2022-03-12 22:45:00,48766000.0,48804000.0,48724000.0,48776000.0,25.17779344,1227520311.10744
2022-03-12 23:00:00,48777000.0,48858000.0,48710000.0,48743000.0,38.29605766,1867649458.80725
2022-03-12 23:15:00,48742000.0,48792000.0,48652000.0,48652000.0,22.47333607,1094930948.33411
2022-03-12 23:30:00,48678000.0,48686000.0,48360000.0,48559000.0,94.01129155,4562521432.92151
2022-03-12 23:45:00,48560000.0,48656000.0,48478000.0,48597000.0,43.07004374,2091055800.52332
2022-03-13 00:00:00,48598000.0,48598000.0,48500000.0,48512000.0,22.16556376,1075746147.40576
2022-03-13 00:15:00,48509000.0,48550000.0,48452000.0,48547000.0,20.28079155,983639234.67264
2022-03-13 00:30:00,48547000.0,48819000.0,48495000.0,48720000.0,33.18991712,1614749535.47216
2022-03-13 00:45:00,48756000.0,48809000.0,48648000.0,48673000.0,29.85142195,1454777500.31231
2022-03-13 01:00:00,48652000.0,48744000.0,48576000.0,48725000.0,20.60790274,1003142040.04202
2022-03-13 01:15:00,48725000.0,48767000.0,48700000.0,48714000.0,18.75156026,913797315.12343
2022-03-13 01:30:00,48714000.0,48766000.0,48642000.0,48715000.0,13.80623597,672453484.92434
2022-03-13 01:45:00,48715000.0,48751000.0,48664000.0,48705000.0,14.76897123,719552909.25654
2022-03-13 02:00:00,48748000.0,49098000.0,48705000.0,48815000.0,95.76361605,4685921427.08986
2022-03-13 02:15:00,48829000.0,48899000.0,48700000.0,48744000.0,14.34515314,699543304.53996
2022-03-13 02:30:00,48744000.0,48744000.0,48705000.0,48729000.0,5.5140775,268639584.19338
2022-03-13 02:45:00,48727000.0,48729000.0,48687000.0,48695000.0,6.91352358,336694617.61173
2022-03-13 03:00:00,48696000.0,48793000.0,48695000.0,48768000.0,6.66149294,324697232.76176
2022-03-13 03:15:00,48767000.0,48769000.0,48600000.0,48750000.0,12.01582931,585120519.09756
2022-03-13 03:30:00,48750000.0,48793000.0,48741000.0,48788000.0,2.97938017,145328773.16104
2022-03-13 03:45:00,48788000.0,48790000.0,48680000.0,48764000.0,5.34371034,260507314.7854
2022-03-13 04:00:00,48763000.0,48763000.0,48583000.0,48713000.0,8.8871783,432498269.02796
2022-03-13 04:15:00,48713000.0,48753000.0,48645000.0,48753000.0,5.26170352,256168860.05702
2022-03-13 04:30:00,48753000.0,48782000.0,48678000.0,48761000.0,6.40064024,311969467.97024
2022-03-13 04:45:00,48771000.0,48773000.0,48716000.0,48766000.0,4.73418697,230707894.30923
2022-03-13 05:00:00,48740000.0,48770000.0,48674000.0,48764000.0,3.74385894,182406018.3062
2022-03-13 05:15:00,48764000.0,48808000.0,48728000.0,48784000.0,6.11047965,298125670.06023
2022-03-13 05:30:00,48784000.0,48869000.0,48776000.0,48812000.0,11.17649182,545560972.03376
2022-03-13 05:45:00,48812000.0,48842000.0,48682000.0,48749000.0,12.14056782,592118641.91488
2022-03-13 06:00:00,48712000.0,48793000.0,48712000.0,48765000.0,5.30016388,258449668.10969
2022-03-13 06:15:00,48765000.0,48787000.0,48745000.0,48780000.0,3.23946069,157977062.55032
2022-03-13 06:30:00,48780000.0,48786000.0,48723000.0,48784000.0,4.31463177,210424297.13879
2022-03-13 06:45:00,48784000.0,48800000.0,48749000.0,48766000.0,12.80973469,624777981.93241
2022-03-13 07:00:00,48799000.0,48810000.0,48731000.0,48738000.0,7.13096194,347702706.87327
2022-03-13 07:15:00,48737000.0,48777000.0,48712000.0,48776000.0,8.25042617,402097530.68767
2022-03-13 07:30:00,48776000.0,48806000.0,48742000.0,48799000.0,5.26049985,256535952.41329
2022-03-13 07:45:00,48799000.0,48799000.0,48742000.0,48761000.0,11.00699286,536831359.48946
2022-03-13 08:00:00,48786000.0,48820000.0,48760000.0,48785000.0,7.6328088,372479785.11501
2022-03-13 08:15:00,48785000.0,48835000.0,48780000.0,48835000.0,8.65779759,422552261.9476
2022-03-13 08:30:00,48835000.0,48835000.0,48645000.0,48654000.0,27.82818886,1355587369.06275
2022-03-13 08:45:00,48655000.0,48669000.0,48480000.0,48500000.0,55.68294633,2704719475.33977
2022-03-13 09:00:00,48500000.0,48643000.0,48475000.0,48615000.0,60.84898203,2952865366.59071
2022-03-13 09:15:00,48615000.0,48654000.0,48564000.0,48614000.0,32.94147835,1601008368.9431
2022-03-13 09:30:00,48614000.0,48620000.0,48492000.0,48539000.0,30.87372504,1498905284.46716
2022-03-13 09:45:00,48538000.0,48620000.0,48400000.0,48595000.0,72.38090304,3507934390.75624
2022-03-13 10:00:00,48620000.0,48740000.0,48538000.0,48734000.0,38.25466995,1860757988.64649
2022-03-13 10:15:00,48734000.0,48904000.0,48668000.0,48699000.0,59.19798798,2887984014.36427
2022-03-13 10:30:00,48718000.0,48719000.0,48600000.0,48675000.0,25.13544204,1222697175.38906
2022-03-13 10:45:00,48677000.0,48701000.0,48592000.0,48631000.0,21.52811386,1047246130.73396
2022-03-13 11:00:00,48631000.0,48827000.0,48622000.0,48726000.0,35.71669248,1740609884.26346
2022-03-13 11:15:00,48727000.0,48791000.0,48687000.0,48728000.0,10.85079713,528991790.91766
2022-03-13 11:30:00,48727000.0,48746000.0,48690000.0,48695000.0,12.19824801,594189989.28575
2022-03-13 11:45:00,48701000.0,48768000.0,48695000.0,48744000.0,14.77569492,720213041.3516
2022-03-13 12:00:00,48753000.0,48820000.0,48704000.0,48792000.0,29.64503851,1446107551.32776
2022-03-13 12:15:00,48792000.0,48813000.0,48744000.0,48748000.0,21.26221692,1037246604.77446
2022-03-13 12:30:00,48778000.0,48804000.0,48727000.0,48756000.0,21.92619188,1069306152.35207
2022-03-13 12:45:00,48756000.0,48799000.0,48730000.0,48762000.0,15.74741586,767656102.23462
2022-03-13 13:00:00,48762000.0,48900000.0,48700000.0,48720000.0,41.27831412,2013688100.00439
2022-03-13 13:15:00,48720000.0,48800000.0,48700000.0,48784000.0,15.81188835,770813717.12887
2022-03-13 13:30:00,48784000.0,48798000.0,48751000.0,48753000.0,10.26047111,500333211.05342
2022-03-13 13:45:00,48752000.0,48796000.0,48698000.0,48750000.0,14.90304155,726504369.61215
2022-03-13 14:00:00,48750000.0,48751000.0,48710000.0,48718000.0,13.27323253,646667808.5098
2022-03-13 14:15:00,48716000.0,48746000.0,48715000.0,48742000.0,12.24493881,596576215.34654
2022-03-13 14:30:00,48742000.0,48746000.0,48719000.0,48740000.0,9.22289438,449454330.03397
2022-03-13 14:45:00,48740000.0,48744000.0,48718000.0,48722000.0,12.70172804,618886699.92168
2022-03-13 15:00:00,48722000.0,48744000.0,48690000.0,48717000.0,18.31356567,892027040.7226
2022-03-13 15:15:00,48717000.0,48741000.0,48700000.0,48737000.0,7.79888146,380013846.83226
2022-03-13 15:30:00,48737000.0,48770000.0,48726000.0,48752000.0,13.79026786,672284584.2024
2022-03-13 15:45:00,48751000.0,48767000.0,48718000.0,48731000.0,10.38381536,506126260.58278
2022-03-13 16:00:00,48731000.0,48778000.0,48709000.0,48719000.0,23.85855425,1162674423.67326
2022-03-13 16:15:00,48716000.0,48750000.0,48708000.0,48716000.0,10.38540153,505953808.02231
2022-03-13 16:30:00,48716000.0,48747000.0,48680000.0,48682000.0,17.14279406,834979621.52777
2022-03-13 16:45:00,48682000.0,48699000.0,48626000.0,48651000.0,37.82044733,1840186619.50603
2022-03-13 17:00:00,48650000.0,48744000.0,48610000.0,48700000.0,20.4243667,994511256.58074
2022-03-13 17:15:00,48700000.0,48740000.0,48673000.0,48673000.0,18.60480869,906173518.31481
2022-03-13 17:30:00,48674000.0,48745000.0,48673000.0,48710000.0,18.2782762,890600301.93332
2022-03-13 17:45:00,48709000.0,48744000.0,48691000.0,48698000.0,18.68005227,909961085.87809
2022-03-13 18:00:00,48698000.0,48747000.0,48698000.0,48727000.0,16.80332618,818826828.90384
2022-03-13 18:15:00,48738000.0,48768000.0,48725000.0,48740000.0,26.9684333,1314655912.62854
2022-03-13 18:30:00,48747000.0,48747000.0,48626000.0,48659000.0,25.73625683,1253519865.16643
2022-03-13 18:45:00,48631000.0,48736000.0,48558000.0,48639000.0,34.86473374,1696696640.68223
2022-03-13 19:00:00,48660000.0,48684000.0,48528000.0,48548000.0,35.40303974,1720911420.9739
2022-03-13 19:15:00,48533000.0,48579000.0,48501000.0,48571000.0,42.47755802,2061874670.76294
2022-03-13 19:30:00,48571000.0,48617000.0,48534000.0,48536000.0,26.28104287,1276491149.5225
2022-03-13 19:45:00,48536000.0,48580000.0,48505000.0,48557000.0,33.41440218,1621989668.9221
2022-03-13 20:00:00,48557000.0,48582000.0,48548000.0,48564000.0,30.59008032,1485401708.70934
2022-03-13 20:15:00,48565000.0,48594000.0,48525000.0,48535000.0,29.36854527,1425934110.93296
2022-03-13 20:30:00,48535000.0,48550000.0,48294000.0,48401000.0,123.34944503,5973962672.33582
2022-03-13 20:45:00,48400000.0,48419000.0,48200000.0,48330000.0,103.88452204,5019402008.39609
2022-03-13 21:00:00,48330000.0,48371000.0,48250000.0,48263000.0,61.10550304,2950924636.16497
2022-03-13 21:15:00,48280000.0,48290000.0,47980000.0,48003000.0,239.64640349,11516025084.64604
2022-03-13 21:30:00,48003000.0,48150000.0,47981000.0,48121000.0,99.57384371,4784938275.61132
2022-03-13 21:45:00,48121000.0,48130000.0,48030000.0,48120000.0,58.28665155,2802390921.28887
2022-03-13 22:00:00,48121000.0,48527000.0,48087000.0,48266000.0,135.86429378,6567339210.19955
2022-03-13 22:15:00,48283000.0,48593000.0,48256000.0,48452000.0,101.34717114,4911010240.0449
2022-03-13 22:30:00,48431000.0,48586000.0,48399000.0,48504000.0,87.30014821,4234742381.23651
2022-03-13 22:45:00,48504000.0,48525000.0,48366000.0,48495000.0,164.14334321,7953179427.55634
2022-03-13 23:00:00,48502000.0,48519000.0,48401000.0,48453000.0,103.83768992,5033659806.89359
2022-03-13 23:15:00,48473000.0,48544000.0,48420000.0,48507000.0,86.1771376,4179582897.9083
2022-03-13 23:30:00,48507000.0,48542000.0,48435000.0,48480000.0,54.64117102,2649748775.30939
2022-03-13 23:45:00,48480000.0,48530000.0,48430000.0,48522000.0,38.10572574,1847009616.27528
2022-03-14 00:00:00,48522000.0,48700000.0,48487000.0,48650000.0,94.90941059,4614264156.23644
2022-03-14 00:15:00,48681000.0,48688000.0,48543000.0,48543000.0,48.96169464,2379607156.86689
2022-03-14 00:30:00,48543000.0,48590000.0,48478000.0,48561000.0,27.24495277,1322417208.66019
2022-03-14 00:45:00,48560000.0,48619000.0,48472000.0,48497000.0,17.7764117,863233359.37545
2022-03-14 01:00:00,48520000.0,48600000.0,48497000.0,48587000.0,18.35505249,891047971.89641
2022-03-14 01:15:00,48588000.0,48591000.0,48471000.0,48527000.0,20.11241338,976041626.03336
